peak_Player-additional,peak_Age,peak_G,peak_GS,peak_MP,peak_FG,peak_FGA,peak_FG%,peak_3P,peak_3PA,peak_3P%,peak_2P,peak_2PA,peak_2P%,peak_FT,peak_FTA,peak_FT%,peak_ORB,peak_DRB,peak_TRB,peak_AST,peak_STL,peak_BLK,peak_TOV,peak_PF,peak_PTS,peak_ORtg,peak_DRtg,peak_AST_2_TOV,peak_AST_2_FG,peak_PPP,peak_Season,peak_PER,peak_TS%,peak_3PAr,peak_FTr,peak_ORB%,peak_DRB%,peak_TRB%,peak_AST%,peak_STL%,peak_BLK%,peak_TOV%,peak_USG%,peak_OWS,peak_DWS,peak_WS,peak_WS/48,peak_OBPM,peak_DBPM,peak_BPM,peak_VORP,peak_Dist.,peak_2P_prop,peak_0-3_prop,peak_3-10_prop,peak_10-16_prop,peak_16-3P_prop,peak_3P_prop,peak_2P_fg%,peak_0-3_fg%,peak_3-10_fg%,peak_10-16_fg%,peak_16-3P_fg%,peak_3P_fg%,peak_2P_%astd,peak_3P_%astd,peak_dunk_%FGA,peak_dunk_#,peak_corner_%3PA,peak_corner_3P%,peak_heave_Att.,peak_heave_#
jamisan01,30.0,80.67,54.0,35.31,10.97,23.07,0.48,1.43,4.17,0.36,9.5,18.87,0.5,5.47,7.27,0.75,4.03,8.5,12.57,2.07,1.77,0.57,1.97,3.63,28.87,116.0,109.33,1.04,0.09,1.02,2006.0,20.7,0.55,0.17,0.32,8.53,19.1,13.67,7.0,1.77,0.83,6.97,24.17,6.9,1.93,8.77,0.15,3.23,-1.5,1.67,2.63,10.63,0.83,0.31,0.25,0.1,0.17,0.17,0.5,0.66,0.47,0.38,0.36,0.36,0.64,0.98,0.01,13.0,0.22,0.38,0.67,0.0
jaricma01,25.0,58.0,34.33,28.12,6.13,15.4,0.4,1.77,5.23,0.34,4.37,10.17,0.43,2.37,3.23,0.74,1.1,4.43,5.5,8.57,3.07,0.53,3.5,4.1,16.5,101.0,106.0,2.49,0.56,0.81,2003.0,13.63,0.49,0.34,0.21,2.4,9.53,6.03,26.6,3.07,0.73,17.33,17.33,0.87,1.2,2.07,0.06,-0.37,0.63,0.23,0.9,15.0,0.66,0.29,0.05,0.07,0.24,0.34,0.43,0.52,0.25,0.35,0.4,0.34,0.4,0.87,0.02,7.0,0.12,0.36,2.33,0.0
jeffeal01,26.67,61.33,61.33,35.24,13.7,27.43,0.5,0.03,0.17,0.15,13.67,27.27,0.5,4.23,5.77,0.73,3.83,11.67,15.5,2.97,1.23,2.2,2.23,3.83,31.67,108.67,103.67,1.43,0.11,0.98,2010.67,22.87,0.53,0.01,0.21,8.27,26.17,17.07,11.23,1.23,3.27,6.87,27.97,3.63,3.07,6.73,0.15,2.97,0.03,3.0,2.7,8.43,0.99,0.3,0.32,0.21,0.18,0.01,0.5,0.66,0.48,0.41,0.38,0.15,0.55,0.67,0.04,39.0,0.02,0.0,2.0,0.0
jeffeco01,24.0,50.0,1.0,10.62,7.3,16.3,0.45,0.2,1.5,0.13,7.1,14.8,0.48,3.0,5.3,0.57,4.6,9.6,14.1,1.6,1.0,2.0,1.9,5.9,17.8,101.0,106.0,0.84,0.1,0.86,2014.0,13.2,0.48,0.09,0.32,10.0,20.6,15.3,4.8,1.0,3.2,9.5,18.1,0.2,0.6,0.8,0.07,-2.1,-0.9,-3.0,-0.1,9.5,0.91,0.35,0.22,0.16,0.19,0.09,0.48,0.59,0.39,0.52,0.36,0.13,0.53,1.0,0.17,21.0,0.33,0.4,1.0,0.0
jefferi01,23.33,80.0,80.0,37.8,8.8,17.77,0.5,0.63,2.0,0.31,8.17,15.77,0.52,6.73,8.67,0.77,2.1,6.8,8.87,4.77,1.37,0.53,3.07,3.7,25.07,112.67,101.33,1.55,0.27,1.01,2003.33,17.87,0.58,0.11,0.49,4.57,14.93,9.7,16.27,1.37,0.73,12.5,21.53,6.5,4.3,10.87,0.17,1.8,0.5,2.3,3.27,9.8,0.89,0.43,0.1,0.09,0.27,0.11,0.52,0.65,0.3,0.38,0.44,0.31,0.7,0.88,0.13,114.67,0.34,0.32,0.33,0.0
jeffrda01,23.0,31.0,5.0,15.9,4.8,11.6,0.42,1.9,6.5,0.3,2.9,5.1,0.57,0.7,0.8,0.88,1.8,5.0,6.9,2.1,1.4,1.0,1.4,4.6,12.3,104.0,117.0,1.5,0.18,0.92,2020.0,7.9,0.51,0.56,0.07,4.1,11.8,7.8,6.1,1.4,1.8,10.2,11.9,0.0,0.2,0.3,0.03,-3.6,-1.1,-4.7,-0.3,16.3,0.44,0.2,0.17,0.02,0.05,0.56,0.57,0.79,0.35,0.0,0.67,0.3,0.6,0.95,0.11,10.0,0.39,0.35,0.0,0.0
jeffrja01,25.67,64.33,50.67,23.36,4.8,10.8,0.44,0.33,1.23,0.27,4.47,9.5,0.46,2.9,4.67,0.62,4.4,5.77,10.13,3.2,1.73,1.33,2.5,5.83,12.8,105.0,105.33,1.25,0.29,0.83,2006.67,11.23,0.5,0.12,0.43,9.5,13.13,11.27,9.53,1.73,2.0,16.43,13.2,1.0,1.43,2.47,0.08,-1.63,0.57,-1.13,0.33,7.73,0.88,0.52,0.18,0.05,0.14,0.12,0.46,0.59,0.27,0.27,0.29,0.27,0.53,0.92,0.09,32.33,0.46,0.3,0.33,0.0
jenkijo01,22.67,42.67,2.67,12.77,7.73,16.8,0.46,2.77,7.37,0.37,5.0,9.47,0.53,2.77,3.27,0.84,0.7,5.3,6.0,3.0,1.07,0.23,2.17,2.33,21.03,108.67,108.67,1.42,0.18,1.03,2013.67,12.97,0.58,0.44,0.19,1.6,11.57,6.67,9.5,1.07,0.33,10.53,18.2,0.57,0.37,0.93,0.09,-0.23,-0.9,-1.13,0.13,17.43,0.56,0.15,0.07,0.05,0.29,0.44,0.53,0.76,0.25,0.35,0.49,0.37,0.69,0.87,0.0,0.33,0.3,0.43,0.0,0.0
jennibr01,22.67,56.67,56.0,32.79,9.6,23.77,0.4,2.87,8.43,0.34,6.77,15.37,0.44,4.8,5.87,0.82,1.0,4.1,5.13,9.17,2.17,0.4,3.6,2.83,26.9,105.33,106.33,2.53,0.39,0.9,2011.67,17.9,0.51,0.35,0.25,2.13,9.07,5.47,30.83,2.17,0.6,11.97,25.9,2.33,1.93,4.23,0.11,2.6,0.0,2.53,2.13,14.1,0.65,0.27,0.14,0.09,0.14,0.35,0.44,0.54,0.35,0.36,0.39,0.34,0.28,0.58,0.01,5.33,0.13,0.44,2.67,0.0
jerebjo01,27.33,66.0,7.0,16.64,7.47,16.5,0.45,2.2,5.87,0.37,5.3,10.6,0.5,2.77,3.47,0.81,3.4,7.73,11.2,2.43,1.77,0.57,1.83,5.5,19.97,113.67,106.0,1.4,0.15,1.01,2014.33,14.63,0.56,0.36,0.21,7.33,17.23,12.23,7.6,1.77,0.9,9.07,17.33,1.67,1.27,2.97,0.13,0.03,0.2,0.3,0.63,12.63,0.64,0.33,0.16,0.04,0.11,0.36,0.5,0.65,0.3,0.31,0.39,0.37,0.7,1.0,0.05,15.0,0.3,0.43,0.0,0.0
jeromty01,24.0,42.0,2.33,19.57,7.33,17.07,0.44,3.2,8.87,0.37,4.17,8.2,0.51,2.03,2.47,0.83,0.73,4.2,4.9,7.2,1.43,0.33,2.23,3.93,19.97,114.0,116.0,3.39,0.43,0.99,2021.0,12.5,0.56,0.51,0.14,1.57,9.3,5.43,22.37,1.43,0.6,11.13,18.17,0.77,0.53,1.3,0.08,-1.07,-0.23,-1.27,0.17,17.3,0.49,0.07,0.26,0.13,0.03,0.51,0.51,0.62,0.51,0.52,0.22,0.37,0.31,0.82,0.0,0.0,0.18,0.47,1.0,0.0
jetereu01,27.0,62.0,1.0,13.84,6.2,15.2,0.41,0.4,1.8,0.2,5.9,13.5,0.44,2.2,2.4,0.9,0.5,3.6,4.1,9.5,1.7,0.1,3.0,3.2,15.0,101.0,111.0,3.17,0.62,0.78,2010.0,11.1,0.46,0.12,0.16,1.2,8.3,4.6,28.4,1.7,0.2,15.5,16.5,0.2,0.5,0.7,0.04,-2.2,-1.1,-3.3,-0.3,17.2,0.88,0.11,0.06,0.09,0.63,0.12,0.44,0.64,0.2,0.35,0.44,0.2,0.47,1.0,0.0,0.0,0.3,0.33,2.0,0.0
jianlyi01,21.0,59.67,50.67,26.69,7.13,17.77,0.4,0.83,2.43,0.33,6.3,15.33,0.41,4.13,5.1,0.8,3.2,8.5,11.67,1.87,1.13,1.63,2.63,5.4,19.2,97.67,110.33,0.71,0.1,0.85,2008.0,11.5,0.48,0.13,0.29,6.83,19.47,13.0,5.73,1.13,2.37,11.73,19.67,-0.2,1.17,0.9,0.03,-2.8,-1.17,-3.93,-0.8,13.1,0.87,0.27,0.1,0.11,0.39,0.13,0.41,0.48,0.34,0.35,0.4,0.33,0.73,0.89,0.07,32.33,0.12,0.15,0.0,0.0
johnsal02,25.0,23.0,0.0,7.26,5.0,11.4,0.44,0.0,1.2,0.0,5.0,10.3,0.49,2.1,3.5,0.58,8.2,9.7,17.9,2.6,1.5,0.0,3.5,5.3,12.0,103.0,113.0,0.74,0.23,0.73,2021.0,10.7,0.46,0.1,0.31,18.8,22.1,20.4,7.1,1.5,0.0,21.3,14.8,0.0,0.1,0.1,0.04,-3.6,-1.8,-5.5,-0.1,6.2,0.9,0.56,0.28,0.05,0.0,0.1,0.49,0.5,0.46,0.5,0.0,0.0,0.53,0.0,0.0,0.0,0.5,0.0,1.0,0.0
johnsam01,24.33,74.0,38.0,21.27,7.0,12.4,0.57,0.13,0.5,0.31,6.9,11.93,0.58,2.57,3.87,0.66,5.43,9.47,14.87,2.87,1.63,3.53,2.67,7.6,16.7,116.0,100.33,1.09,0.23,0.99,2011.33,16.93,0.59,0.04,0.31,11.73,20.93,16.3,8.67,1.63,5.3,16.0,14.6,2.83,2.57,5.4,0.17,-0.93,2.1,1.17,1.27,5.2,0.96,0.58,0.24,0.05,0.09,0.04,0.58,0.69,0.46,0.32,0.23,0.21,0.63,0.67,0.14,49.67,0.21,0.3,0.67,0.0
johnsan02,29.33,57.33,29.67,21.64,6.3,14.53,0.43,1.1,3.1,0.35,5.2,11.4,0.46,2.63,3.67,0.71,1.07,3.67,4.73,8.4,2.67,0.4,3.0,4.13,16.3,104.33,103.0,2.79,0.58,0.85,2003.33,13.43,0.5,0.21,0.25,2.37,7.83,5.13,26.5,2.67,0.57,15.73,16.53,1.47,1.6,3.07,0.1,-0.9,1.3,0.47,0.9,13.5,0.79,0.22,0.13,0.18,0.26,0.21,0.46,0.59,0.47,0.33,0.44,0.35,0.39,0.7,0.04,7.67,0.33,0.28,0.67,0.0
johnsav01,37.0,54.0,4.67,14.23,7.47,17.23,0.43,0.0,0.23,0.0,7.47,17.03,0.44,4.23,5.87,0.73,0.67,2.4,3.07,9.4,1.87,0.27,3.6,3.13,19.2,101.0,108.0,2.7,0.55,0.82,2002.0,13.5,0.48,0.01,0.34,1.4,5.17,3.27,29.3,1.87,0.33,15.27,20.17,0.9,0.3,1.2,0.06,-0.97,-1.03,-2.0,0.17,6.77,0.99,0.48,0.22,0.09,0.19,0.01,0.44,0.52,0.36,0.37,0.37,0.0,0.25,0.0,0.0,0.0,0.07,0.0,1.67,0.0
johnsca02,24.67,55.0,22.0,25.59,7.83,17.17,0.46,4.27,10.53,0.41,3.53,6.63,0.53,2.83,3.43,0.84,1.47,5.93,7.4,2.87,1.67,0.6,1.33,3.27,22.8,120.67,112.0,2.15,0.17,1.13,2020.67,15.07,0.61,0.62,0.19,3.4,13.47,8.47,8.33,1.67,1.07,6.73,17.93,2.33,1.6,3.93,0.13,1.6,0.3,1.87,1.4,18.1,0.38,0.17,0.1,0.06,0.05,0.62,0.53,0.72,0.36,0.34,0.32,0.41,0.67,0.98,0.04,18.33,0.38,0.44,0.67,0.0
johnsch04,24.0,46.33,1.33,16.7,5.33,13.67,0.39,2.4,7.9,0.3,2.93,5.77,0.51,1.97,2.33,0.85,1.5,5.13,6.6,2.1,2.1,0.73,1.8,4.87,15.07,103.0,106.0,1.18,0.16,0.91,2014.0,9.73,0.51,0.57,0.17,3.23,11.43,7.3,6.2,2.13,1.17,10.97,14.3,0.33,0.77,1.1,0.07,-2.27,0.67,-1.63,0.07,16.33,0.43,0.24,0.07,0.04,0.07,0.57,0.51,0.65,0.31,0.46,0.32,0.3,0.63,0.96,0.01,2.33,0.5,0.33,0.33,0.0
johnsde03,23.33,67.0,35.67,19.09,7.17,16.23,0.44,2.67,7.5,0.36,4.5,8.77,0.51,2.6,3.23,0.8,1.57,4.83,6.37,2.87,1.7,1.27,2.77,5.17,19.6,104.33,106.33,1.05,0.18,0.96,2003.33,12.33,0.55,0.46,0.2,3.43,10.7,7.13,9.0,1.7,1.87,13.57,17.77,0.87,1.2,2.07,0.08,-0.6,0.0,-0.6,0.43,14.67,0.54,0.3,0.05,0.08,0.11,0.46,0.51,0.64,0.3,0.33,0.4,0.36,0.61,0.97,0.11,38.33,0.49,0.37,0.0,0.0
johnser02,35.0,72.0,24.33,17.36,2.93,6.03,0.48,0.0,0.03,0.0,2.93,6.0,0.49,1.13,1.9,0.58,4.43,9.33,13.73,1.1,1.4,2.63,1.63,7.93,6.9,106.33,102.33,0.68,0.18,0.81,2002.0,8.83,0.5,0.0,0.31,9.9,19.5,14.87,2.9,1.4,3.6,19.23,7.43,0.7,1.5,2.17,0.09,-3.33,0.73,-2.6,-0.23,4.43,1.0,0.55,0.24,0.18,0.02,0.0,0.49,0.54,0.49,0.34,0.13,0.0,0.64,0.0,0.04,5.0,0.0,0.0,0.33,0.0
johnsiv01,27.5,62.5,2.5,15.84,8.65,16.75,0.52,0.1,0.5,0.2,8.55,16.25,0.53,4.1,6.15,0.67,3.75,9.35,13.1,2.05,2.6,0.85,3.75,6.6,21.45,101.5,99.5,0.55,0.12,0.92,2011.5,15.0,0.55,0.03,0.37,8.35,20.4,14.45,6.55,2.6,1.25,16.25,20.6,0.55,1.7,2.25,0.11,-2.55,0.65,-1.9,0.05,8.2,0.97,0.49,0.18,0.05,0.26,0.03,0.53,0.69,0.37,0.36,0.33,0.2,0.7,1.0,0.12,37.0,0.04,0.0,3.5,0.0
johnsja01,27.33,66.0,8.67,21.8,8.63,17.0,0.51,1.23,4.33,0.27,7.4,12.67,0.58,3.47,4.67,0.74,2.43,6.93,9.37,5.5,2.03,2.63,3.6,5.47,22.0,110.33,103.33,1.5,0.32,0.97,2014.33,17.8,0.58,0.25,0.27,5.33,15.43,10.37,16.83,2.03,4.1,15.83,19.8,1.93,2.13,4.07,0.14,1.13,2.1,3.23,1.87,9.7,0.75,0.45,0.18,0.05,0.07,0.25,0.58,0.67,0.46,0.49,0.36,0.27,0.37,0.96,0.11,42.67,0.36,0.34,2.0,0.0
johnsjo02,27.67,64.33,64.33,38.27,11.47,24.9,0.46,2.73,7.23,0.38,8.73,17.67,0.49,4.47,5.6,0.8,1.3,4.5,5.8,6.07,1.37,0.2,3.2,2.4,30.1,110.33,108.33,1.97,0.24,0.98,2008.67,19.07,0.55,0.29,0.22,2.87,10.07,6.43,21.17,1.37,0.33,10.4,26.5,4.83,1.83,6.63,0.13,3.57,-1.13,2.43,2.77,14.77,0.71,0.18,0.18,0.1,0.25,0.29,0.49,0.62,0.51,0.46,0.42,0.38,0.31,0.8,0.01,7.0,0.37,0.4,1.33,0.0
johnske04,22.0,69.0,68.0,31.05,9.73,21.07,0.47,2.6,7.27,0.35,7.2,13.8,0.52,4.27,5.67,0.75,1.73,7.17,8.9,3.47,1.1,0.4,2.27,3.13,26.33,111.0,116.67,1.57,0.16,1.02,2021.0,14.77,0.56,0.34,0.27,3.77,16.23,9.83,10.7,1.1,0.63,8.73,22.8,1.73,1.4,3.17,0.07,0.17,-1.47,-1.3,0.4,11.93,0.66,0.29,0.28,0.06,0.02,0.34,0.52,0.65,0.43,0.4,0.39,0.35,0.61,0.93,0.03,24.67,0.23,0.37,1.67,0.0
johnsli01,24.67,43.67,9.0,15.26,6.1,14.57,0.42,0.83,2.73,0.3,5.2,11.83,0.44,1.9,2.7,0.69,4.03,8.47,12.53,1.53,2.07,1.6,2.5,6.73,14.9,96.33,102.67,0.62,0.11,0.82,2004.67,11.23,0.47,0.19,0.19,8.53,18.77,13.5,4.87,2.07,2.37,13.6,15.73,-0.07,0.9,0.9,0.06,-3.0,0.57,-2.43,-0.03,12.9,0.81,0.3,0.09,0.09,0.34,0.19,0.44,0.62,0.25,0.27,0.38,0.3,0.62,0.95,0.06,10.33,0.61,0.32,0.67,0.0
johnsor01,23.5,48.0,0.0,10.42,5.5,15.2,0.36,2.15,7.15,0.29,3.35,8.05,0.41,2.25,3.1,0.72,1.45,6.9,8.4,3.3,0.85,0.55,2.25,3.9,15.35,95.5,103.0,1.45,0.22,0.81,2012.5,8.35,0.46,0.47,0.2,3.2,14.25,8.9,10.1,0.85,0.75,11.9,16.3,0.0,0.75,0.8,0.06,-2.65,0.2,-2.45,0.0,15.7,0.53,0.22,0.14,0.04,0.13,0.47,0.41,0.54,0.34,0.05,0.39,0.29,0.36,0.92,0.03,3.5,0.34,0.28,0.5,0.0
johnsst04,23.67,40.33,2.33,13.31,6.8,16.23,0.43,2.17,6.77,0.34,4.63,9.5,0.5,2.5,3.87,0.67,1.93,8.1,10.0,5.5,1.97,0.83,3.8,4.83,18.27,100.33,110.0,1.47,0.36,0.86,2019.67,11.0,0.52,0.41,0.25,4.3,18.4,11.27,16.33,1.97,1.57,17.47,19.23,-0.3,0.73,0.4,0.04,-2.6,0.7,-1.9,0.03,13.9,0.59,0.27,0.21,0.07,0.04,0.41,0.5,0.61,0.42,0.29,0.4,0.34,0.31,0.77,0.01,2.33,0.33,0.29,1.67,0.0
johnsty01,24.0,60.33,14.67,27.44,7.63,16.97,0.45,2.23,5.97,0.37,5.37,11.0,0.49,3.37,4.3,0.8,1.23,5.2,6.47,4.7,1.6,0.87,2.3,3.87,20.83,110.67,107.33,2.08,0.28,0.98,2016.0,14.23,0.55,0.35,0.25,2.73,11.5,7.13,14.3,1.6,1.4,11.03,18.77,2.07,1.97,4.0,0.11,-0.07,0.63,0.6,1.1,14.3,0.65,0.26,0.13,0.08,0.18,0.35,0.49,0.62,0.42,0.4,0.41,0.37,0.48,0.96,0.04,20.67,0.27,0.43,2.0,0.0
johnswe01,28.0,77.67,37.0,23.09,5.73,13.87,0.41,2.43,7.0,0.35,3.3,6.9,0.48,1.2,1.67,0.73,1.17,6.13,7.4,2.07,2.37,1.8,1.8,4.83,15.07,99.0,106.33,1.13,0.15,0.92,2015.0,10.6,0.52,0.5,0.12,2.67,13.5,8.13,6.07,2.37,2.87,11.03,14.7,0.1,1.97,2.07,0.06,-1.93,1.23,-0.67,0.6,17.5,0.5,0.18,0.05,0.06,0.21,0.5,0.48,0.67,0.38,0.39,0.38,0.35,0.8,0.95,0.06,29.67,0.44,0.39,0.33,0.0
jokicni01,26.0,71.67,71.67,33.89,14.4,24.4,0.59,1.63,4.5,0.37,12.77,19.9,0.64,7.17,8.6,0.83,3.9,13.73,17.63,12.6,1.97,1.07,5.07,3.77,37.67,130.0,108.0,2.51,0.52,1.13,2021.0,31.87,0.67,0.18,0.36,9.17,30.97,20.33,43.2,1.97,2.0,15.23,29.57,11.4,3.9,15.23,0.3,8.93,4.0,12.93,9.13,9.8,0.82,0.27,0.38,0.1,0.06,0.18,0.64,0.77,0.61,0.52,0.53,0.37,0.56,0.91,0.03,32.33,0.03,0.3,2.67,0.0
jonesbo02,23.5,45.5,3.5,9.47,6.25,13.95,0.45,0.95,3.2,0.23,5.3,10.7,0.49,3.7,5.65,0.67,3.1,5.75,8.85,2.6,1.55,0.25,2.75,8.65,17.1,102.5,109.0,0.95,0.19,0.89,2006.5,9.65,0.52,0.24,0.4,7.05,12.9,10.0,7.85,1.55,0.3,14.3,16.8,0.2,0.35,0.55,0.06,-3.75,-0.55,-4.3,-0.2,10.75,0.76,0.46,0.06,0.05,0.19,0.24,0.49,0.62,0.42,0.0,0.37,0.23,0.54,1.0,0.05,5.5,0.43,0.26,1.0,0.0
jonesda01,27.0,71.0,31.0,23.49,6.0,14.47,0.41,3.4,8.8,0.38,2.57,5.67,0.46,1.4,1.87,0.77,0.5,4.23,4.7,8.43,1.0,0.17,2.1,2.63,16.8,114.33,107.0,3.92,0.59,0.96,2003.0,13.73,0.55,0.6,0.13,1.1,8.9,5.1,24.57,1.0,0.2,12.13,15.2,3.63,1.1,4.7,0.12,1.7,-0.7,0.97,1.5,20.07,0.39,0.1,0.03,0.06,0.21,0.6,0.46,0.61,0.54,0.4,0.39,0.38,0.4,0.81,0.0,0.0,0.28,0.41,0.0,0.0
jonesda02,29.33,45.0,1.67,12.5,6.7,15.17,0.44,1.03,2.93,0.32,5.63,12.33,0.45,6.17,8.43,0.76,1.07,5.6,6.7,3.0,1.63,0.9,2.5,6.3,20.53,107.33,107.0,1.21,0.2,0.95,2009.33,12.5,0.54,0.19,0.58,2.47,12.37,7.47,9.33,1.63,1.33,11.67,18.63,0.63,0.53,1.2,0.1,-1.7,0.5,-1.23,0.07,11.9,0.81,0.29,0.19,0.11,0.22,0.19,0.45,0.57,0.45,0.26,0.39,0.32,0.35,0.63,0.06,8.33,0.56,0.28,0.33,0.0
jonesda03,24.67,39.67,15.67,16.42,6.87,10.1,0.68,0.2,0.6,0.27,6.67,9.5,0.71,3.63,5.2,0.7,3.43,6.9,10.33,3.03,1.2,2.57,2.33,6.77,17.6,131.33,111.67,1.33,0.31,1.19,2019.67,16.07,0.71,0.05,0.52,7.87,15.63,11.77,8.63,1.2,4.57,15.77,13.2,1.47,0.63,2.13,0.16,-1.0,1.0,0.0,0.33,5.5,0.95,0.63,0.19,0.05,0.07,0.05,0.71,0.81,0.52,0.37,0.41,0.18,0.86,0.63,0.37,41.0,0.15,0.43,1.0,0.0
jonesde02,22.67,61.0,10.0,18.82,6.53,12.87,0.51,1.33,4.33,0.31,5.2,8.6,0.61,3.3,4.73,0.71,3.23,5.7,8.93,1.9,1.87,1.7,1.43,4.83,17.67,120.33,109.33,1.42,0.15,1.08,2019.67,14.23,0.59,0.34,0.36,7.37,12.67,10.1,5.5,1.87,3.33,8.57,14.67,1.67,1.57,3.23,0.14,-1.0,0.97,-0.07,0.57,9.97,0.66,0.53,0.12,0.02,0.0,0.34,0.61,0.67,0.38,0.42,0.11,0.31,0.72,0.99,0.23,60.33,0.59,0.32,2.67,0.0
jonesdo02,23.5,31.0,2.0,9.89,5.85,15.4,0.38,0.2,1.5,0.12,5.7,13.9,0.41,5.5,7.6,0.72,2.25,5.5,7.7,10.35,2.05,0.65,5.6,4.95,17.35,93.0,105.0,1.84,0.67,0.71,2011.5,12.1,0.47,0.1,0.5,4.9,11.65,8.3,30.4,2.05,1.0,23.1,21.65,-0.15,0.3,0.1,0.02,-2.4,-0.3,-2.65,-0.05,7.65,0.9,0.47,0.27,0.08,0.09,0.1,0.41,0.56,0.26,0.48,0.05,0.12,0.31,0.5,0.04,3.5,0.41,0.17,0.5,0.0
jonesdw02,24.0,56.0,0.0,8.43,2.8,5.3,0.53,0.0,0.1,0.0,2.8,5.2,0.54,3.2,6.5,0.48,7.8,8.0,15.8,1.1,1.1,2.8,1.9,9.9,8.8,116.0,104.0,0.58,0.21,0.87,2007.0,11.1,0.54,0.02,1.23,16.2,17.7,16.9,3.1,1.1,4.2,19.0,8.6,0.5,0.7,1.2,0.12,-3.7,0.1,-3.6,-0.2,2.3,0.98,0.87,0.08,0.02,0.0,0.02,0.54,0.61,0.0,0.0,0.0,0.0,0.24,0.0,0.08,4.0,0.0,0.0,0.0,0.0
jonesed02,31.0,69.67,69.67,38.01,8.83,20.93,0.42,2.93,7.57,0.39,5.9,13.4,0.44,5.37,6.43,0.83,0.97,5.4,6.37,4.87,1.9,0.93,2.5,4.27,25.9,110.0,101.67,1.95,0.23,0.98,2002.0,17.7,0.55,0.36,0.31,2.0,11.63,6.77,16.77,1.9,1.4,9.53,22.73,5.23,3.37,8.53,0.16,2.6,1.13,3.8,3.7,16.03,0.64,0.17,0.08,0.13,0.25,0.36,0.44,0.59,0.37,0.36,0.4,0.39,0.47,0.92,0.02,17.33,0.32,0.44,1.67,0.0
jonesfr01,25.0,75.33,6.0,25.03,6.0,14.43,0.41,1.63,4.73,0.34,4.37,9.67,0.45,4.13,5.03,0.82,0.73,4.37,5.17,5.2,1.83,0.7,2.87,4.37,17.7,105.0,103.67,1.83,0.38,0.9,2004.0,12.03,0.53,0.32,0.36,1.63,9.37,5.53,16.3,1.83,0.9,14.7,16.93,1.57,2.23,3.8,0.1,-1.17,0.93,-0.17,0.83,14.73,0.68,0.25,0.1,0.09,0.23,0.32,0.45,0.6,0.4,0.22,0.38,0.34,0.35,0.88,0.04,17.67,0.24,0.39,0.67,0.0
joneshe01,23.5,72.0,67.5,29.75,5.8,12.3,0.47,1.3,3.85,0.34,4.5,8.45,0.53,3.0,3.7,0.8,2.25,4.25,6.5,3.75,2.65,1.15,2.15,5.1,15.9,114.5,112.0,1.74,0.3,0.99,2021.5,12.2,0.57,0.31,0.3,5.05,9.8,7.4,10.55,2.65,2.3,13.35,14.1,1.8,2.6,4.4,0.1,-1.95,1.6,-0.4,0.85,10.8,0.69,0.4,0.21,0.02,0.06,0.31,0.53,0.67,0.34,0.44,0.3,0.34,0.65,0.98,0.1,45.0,0.52,0.34,1.0,0.0
jonesja02,29.33,63.33,7.0,18.06,5.2,12.57,0.41,3.9,9.2,0.43,1.3,3.33,0.37,2.57,3.03,0.85,1.03,4.37,5.43,1.5,1.1,0.63,0.9,4.03,16.87,123.67,107.33,1.76,0.12,1.14,2009.33,11.47,0.61,0.74,0.24,2.33,9.37,5.97,4.2,1.1,1.0,6.03,12.97,2.27,1.07,3.37,0.13,0.57,0.17,0.77,0.87,22.2,0.26,0.03,0.01,0.04,0.18,0.74,0.37,0.52,0.07,0.52,0.36,0.43,0.81,0.99,0.0,0.67,0.46,0.43,0.0,0.0
jonesju01,23.33,79.0,23.67,26.02,6.77,15.47,0.44,2.27,6.33,0.35,4.5,9.13,0.49,1.33,1.93,0.69,2.9,8.13,11.03,2.47,1.6,0.77,1.97,4.5,17.2,107.67,108.33,1.28,0.16,0.94,2002.33,12.87,0.53,0.41,0.13,6.27,17.7,12.0,7.83,1.6,1.1,10.53,15.63,2.0,1.27,3.3,0.08,-0.1,-0.73,-0.83,0.6,15.93,0.59,0.23,0.05,0.1,0.2,0.41,0.49,0.64,0.37,0.4,0.41,0.35,0.71,0.95,0.05,30.33,0.39,0.39,1.33,0.33
jonespo01,31.5,52.5,20.0,16.42,5.95,14.45,0.41,0.05,0.15,0.36,5.9,14.3,0.41,2.1,3.15,0.64,6.7,8.4,15.1,2.75,1.3,0.35,3.0,6.55,14.05,98.0,104.5,0.99,0.19,0.75,2001.5,10.7,0.44,0.01,0.22,14.2,18.0,16.05,7.85,1.3,0.5,15.9,16.2,1.1,1.05,2.15,0.06,-2.9,-1.75,-4.7,0.05,9.05,0.99,0.3,0.24,0.2,0.24,0.01,0.41,0.52,0.43,0.4,0.28,0.18,0.66,0.5,0.0,1.0,0.18,0.38,1.0,0.0
jonesso01,23.67,57.67,3.33,11.73,5.4,10.67,0.52,0.03,0.17,0.17,5.37,10.5,0.52,4.2,5.7,0.74,3.9,6.97,10.93,1.47,0.83,2.93,2.33,9.67,15.07,113.0,107.0,0.6,0.13,0.98,2007.67,11.4,0.58,0.01,0.55,8.67,15.53,12.07,4.47,0.83,4.23,15.13,13.57,0.73,0.73,1.43,0.1,-3.87,0.5,-3.33,-0.23,6.03,0.99,0.56,0.12,0.17,0.14,0.01,0.52,0.62,0.38,0.35,0.41,0.17,0.73,0.33,0.21,24.33,0.0,0.0,0.0,0.0
